Label TC,Pinyin,Translation,Name TC,Name EN,Others TC,Others EN,Other Possibilities,Region,Category,Sights,Voyages,Source URL,Wiki EN,Wiki ZH,LOC URL,Page,x,y,lat,lng,Kamal Angle,geometry.type,type
溫州衛,Wēnzhōuwèi,Warm Land Guard,溫州市,Wenzhou City,,,,Zhejiang,town,,,,https://en.wikipedia.org/wiki/Wenzhou,https://zh.wikipedia.org/wiki/%E6%B8%A9%E5%B7%9E%E5%B8%82,https://loc.gov/resource/g7821rm.gct00058/?sp=6,11,80497,1397,27.9781,120.5212,,Point,Feature
鹿屏山,Lùpíngshān,Deer Screen Island,北龍山,Beilong Island,,,,Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://www.cidianwang.com/lishi/diming/0/42090ir.htm,https://loc.gov/resource/g7821rm.gct00058/?sp=6,11,80379,2282,27.6590,120.9751,,Point,Feature
平陽衛,Píngyángwèi,Level Positive Guard,平陽縣,Pingyang County,,,,Zhejiang,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,https://en.wikipedia.org/wiki/Pingyang_County,https://zh.wikipedia.org/wiki/%E5%B9%B3%E9%98%B3%E5%8E%BF,https://loc.gov/resource/g7821rm.gct00058/?sp=6,11,79945,1435,27.6442,120.5660,,Point,Feature
鳳凰山,Fènghuángshān,Phoenix Island,鳳凰兒嶼,Phoenix Island,,Tsang Islands,Tsang Islands [Mills 265],Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://www.mafengwo.cn/i/7678868.html,https://loc.gov/resource/g7821rm.gct00058/?sp=6,11,79769,2051,27.6903,120.8220,,Point,Feature
南己山,Nánjǐshān,South Self Island,南麂山,Nanji Island,,Nam-ki Island,,Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://kknews.cc/zh-hk/culture/qnl8b6y.html,https://loc.gov/resource/g7821rm.gct00058/?sp=6,11,79225,2955,27.4648,121.0605,,Point,Feature
西礁,Xījiāo,West Reef,,Turret Islet,,Shan ma an,,Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,https://books.google.com.hk/books?id=wf0NAQAAIAAJ&pg=PA418,,https://loc.gov/resource/g7821rm.gct00058/?sp=6,11,78782,2733,27.4515,120.9638,,Point,Feature
金鄉衛,Jīnxiāngwèi,Gold Village Guard,金乡镇,Jinxiang Town,,,,Zhejiang,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,https://en.wikipedia.org/wiki/Cangnan_County,https://zh.wikipedia.org/wiki/%E9%87%91%E4%B9%A1%E9%95%87_(%E8%8B%8D%E5%8D%97%E5%8E%BF),https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,78497,1535,27.4303,120.6072,,Point,Feature
南船礁,Nánchuánjiāo,South Boat Reef,,Castellated Rock,,Lu Ying,,Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,78443,2884,27.3548,120.9850,,Point,Feature
虎礁,Hǔjiāo,Tiger Reef,七星列島,Qixing Islands,,Seven Stars,,Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E4%B8%83%E6%98%9F%E5%88%97%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,78113,2928,27.0431,120.8343,,Point,Feature
礁,jiāo,reef,,,,,,Zhejiang,descriptor,,,,,,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,77996,2108,,,,Point,Feature
壯士千戶所,Zhuàngshìqiānhùsuǒ,Strong Man Battalion Headquarters,蒼南縣,in Cangnan County,南關鎮？,Nankuan Town?,,Zhejiang,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,https://en.wikipedia.org/wiki/Cangnan_County,https://zh.wikipedia.org/wiki/%E5%A3%AE%E5%A3%AB%E6%89%80%E5%9F%8E,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,77892,1664,27.2315,120.4527,,Point,Feature
石帆,Shífān,Stone Sail,北关島,Beiguan Island,,Pingfong Island,,Zhejiang,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,77780,2066,27.1649,120.5199,,Point,Feature
臺山,Táishān,Station Island,台山島,Taishan Island,,,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E5%8F%B0%E5%B1%B1%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,77710,2985,26.9843,120.7096,,Point,Feature
礁,jiāo,reef,東星島,Dongxing Island,,"Incog Islands, Ying ko ku lieh tao",,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E4%B8%9C%E6%98%9F%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,77461,2058,26.9642,120.5082,,Point,Feature
洋礁,Yángjiāo,ocean reef,南屿,Nanyu Islet,,Strawstack Islet,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,77077,2880,26.9275,120.6908,,Point,Feature
俞山,Yúshān,Yes Island,大嵛山,Dayushan,嵛山、盂山、窑山、鹞山,Fuyaoshan? Fuyan Island?,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E5%A4%A7%E5%B5%9B%E5%B1%B1%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,76886,2007,26.9448,120.3494,,Point,Feature
東乗,Dōngchéng,East Mount,南礵島,Nanshuang Island,,Country Island,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E5%9B%9B%E7%A4%B5%E5%88%97%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,76551,2542,26.6419,120.3585,,Point,Feature
滿門千戶所,Mǎnménqiānhùsuǒ,Full Door Battalion Headquarters,,,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,76536,1572,,,,Point,Feature
西乗,Xīchéng,West Mount,北礵島,Beishuang Island,,Town Island,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E5%8C%97%E7%A4%B5%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,76167,2437,26.7005,120.3564,,Point,Feature
福寧衛,Fúníngwèi,Fortunate Tranquility Guard,福寧府,Funing,,Hsia pu,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,https://en.wikipedia.org/wiki/Xiapu_County,https://zh.wikipedia.org/wiki/%E7%A6%8F%E5%AE%81%E5%BA%9C,https://loc.gov/resource/g7821rm.gct00058/?sp=6,12,76070,1690,26.9410,119.5659,,Point,Feature
大金巡司,Dàjīnxúnsī,Big Gold Inspectorate,大京城堡,Dajing Castle,,,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA265,,https://baike.baidu.com/item/%E5%A4%A7%E4%BA%AC%E5%9F%8E%E5%A0%A1/4426878,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,75785,1792,26.6993,120.1018,,Point,Feature
芙蓉山,Fúróngshān,Lotus Island,浮鷹島,Fuying Island,,Double Peak Island?,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://zh.wikipedia.org/wiki/%E7%A6%8F%E5%BB%BA%E5%B2%9B%E5%B1%BF,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,75719,2956,26.5774,120.1460,,Point,Feature
洪山,Hóngshān,Vast Island,西洋島,Xiyang Island,蜘蛛島,Spider Island,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Haidao_Township,https://baike.baidu.com/item/%E8%A5%BF%E6%B4%8B%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,75364,3318,26.5092,120.0465,,Point,Feature
筆架山,Bǐjiàshān,Pen Rack Island,烏嶼,Wuyu Islet,,,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://zh.wikipedia.org/wiki/%E7%A6%8F%E5%BB%BA%E5%B2%9B%E5%B1%BF#%E6%8C%89%E5%9C%B0%E7%90%86%E4%BD%8D%E7%BD%AE%E7%9A%84%E5%B2%9B%E5%B1%BF%E5%88%97%E8%A1%A8,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,75309,2164,26.5562,119.9685,,Point,Feature
小西洋,Xiǎoxīyáng,Small Western Ocean,黃灣島,Huangwan Island,,"Isthmus island, I ssu ma ssu tao",,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://baike.baidu.com/item/%E5%B0%8F%E8%A5%BF%E6%B4%8B%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,75268,2560,26.5380,120.0040,,Point,Feature
芥菜礁,Jiècàijiāo,Mustard Reef,,,,,,Fujian?,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,75016,3184,,,,Point,Feature
大金門,Dàjīnmén,Big Gold Channel,可門水道,Kemen Waterway,,Sandu'ao Inlet,,Fujian,water body,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://baike.baidu.com/item/%E5%8F%AF%E9%97%A8%E6%B8%AF,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,74929,2180,26.4251,119.8063,,Point,Feature
東湧山,Dōngyǒngshān,Eastern Surge Island,東引島,Dongyin Island,,,,Taiwan,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,"https://en.wikipedia.org/wiki/Dongyin,_Lienchiang",https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%BC%95%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,74834,3704,26.3667,120.4900,,Point,Feature
定海衛,Dìnghǎiwèi,Fixed Sea Guard,東沖半島？,on Dongchong Peninsula?,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://baike.baidu.com/item/%E4%B8%9C%E5%86%B2%E5%8D%8A%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,74546,1499,26.5608,119.8594,,Point,Feature
龜嶼,Guīyǔ,Turtle Island,東沙島,Dongsha Island,,Alligator Islet,,Taiwan,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,74299,3554,26.1565,120.4040,,Point,Feature
北交頭門,Běijiāotóumén,Northern Crossing Head Channel,,"the passage between Beilingisjiao and Beixu (Yangyu Island), 26º 22' N",,,,Fujian,water body,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA268,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,74105,3240,26.3713,119.9602,,Point,Feature
北交,Běijiāotóumén,Northern Grossing,北茭村,Beijiao Village,北茭半島,Tailu,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Tailu,https://zh.wikipedia.org/wiki/%E8%8B%94%E8%8F%89%E9%95%87,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,73950,2551,26.3729,119.9512,,Point,Feature
連江衛,Liánjiāngwèi,Connecting River Guard,連江縣,Lianjiang County,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Lianjiang_County,https://zh.wikipedia.org/wiki/%E8%BF%9E%E6%B1%9F%E5%8E%BF,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,73895,1616,26.0958,119.4256,,Point,Feature
定海所,Dìnghǎisuǒ,Fixed Sea Battalion,定海古城,Dinghai Ancient City,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://baike.baidu.com/item/%E5%AE%9A%E6%B5%B7%E5%8F%A4%E5%9F%8E,https://loc.gov/resource/g7821rm.gct00058/?sp=7,13,73411,2312,26.2812,119.7913,,Point,Feature
天地,Tiāndì,Heaven and Earth,,,,,,Fujian,mountain,,,,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,73112,1083,,,,Point,Feature
古山,Gǔshān,Old Mountain,鼓山,Mount Gu,,,,Fujian,mountain,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Yongquan_Temple_(Fuzhou),https://zh.wikipedia.org/wiki/%E6%B6%8C%E6%B3%89%E5%AF%BA_(%E7%A6%8F%E5%B7%9E),https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,73073,1581,26.0525,119.3888,,Point,Feature
巡檢司,xúnjiǎnsī,Inspectorate,琯頭鎮？,in Guantou?,,Kwantao?,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://zh.wikipedia.org/wiki/%E7%90%AF%E5%A4%B4%E9%95%87,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72946,2556,26.1374,119.5601,,Point,Feature
巡檢司,xúnjiǎnsī,Inspectorate,馬尾區？,in Mawei?,,,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Mawei_District,https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%B0%BE%E5%8C%BA,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72642,2100,25.9912,119.4514,,Point,Feature
五虎山,Wǔhǔshān,Five Tigers Island,五虎礁,Wuhu Reef,,,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://baike.baidu.com/item/%E4%BA%94%E8%99%8E%E7%A4%81,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72611,2730,26.149427,119.661586,,Point,Feature
福建布政司,Fújiànbùzhèngsī,Fortunate Construction Governament,福州,Fuzhou,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Fuzhou,https://zh.wikipedia.org/wiki/%E7%A6%8F%E5%BB%BA%E7%9C%81,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72584,1112,26.1049,119.2904,,Point,Feature
沙淺,shāqiǎn,shallow sand,,,,,,Fujian,descriptor,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72583,3040,,,,Point,Feature
官塘山,Guāntángshān,Official Pond Island,,Jixingjiao,,,,Taiwan,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72293,4028,26.0856,119.9631,,Point,Feature
馬頭,Mǎtóu,Horse Head,馬頭村,Matou Village,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://baike.baidu.com/item/%E9%A9%AC%E5%A4%B4%E6%9D%91/13015792,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,72100,1570,25.9394,119.4659,,Point,Feature
南臺橋,Nántáiqiáo,South Station Bridge,南臺島,Nantai Island,,,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,https://en.wikipedia.org/wiki/Nantai_Island,https://zh.wikipedia.org/wiki/%E5%8D%97%E5%8F%B0%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,71904,1196,26.0507,119.3307,,Point,Feature
長樂,Zhǎnglè,Long Music,長樂區,Changle District,,,,Fujian,town,,"1,2,3,7",https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA269,https://en.wikipedia.org/wiki/Changle_District,https://zh.wikipedia.org/wiki/%E9%95%BF%E4%B9%90%E5%8C%BA,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,71471,2400,26.0000,119.6167,,Point,Feature
三礁,sānjiāo,three reefs,,,,,,Fujian,descriptor,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA269,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,71403,2826,,,,Point,Feature
六平山,Liùpíngshān,Six Level Mountain,董奉山,Dongfeng Mountain,,,,Fujian,mountain,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA269,,https://baike.baidu.com/item/%E8%91%A3%E5%A5%89%E5%B1%B1,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,71240,906,25.8991,119.5134,,Point,Feature
南山寺,Nánshānsì,Southern Mountain Temple,南山寺,Nanshan Temple,,,,Fujian,building,,,,,,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,71150,1852,24.4960,117.6440,,Point,Feature
六平山,Liùpíngshān,Six Level Mountain,六平山,Liuping Mountain,芝山、鹿屏山、麓屏山,Lover's Leap,,Fujian,mountain,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA269,,https://baike.baidu.com/item/%E5%85%AD%E5%B9%B3%E5%B1%B1,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,71042,1450,25.9708,119.5372,,Point,Feature
東沙,Dōngshā,Eastern Sand,莒光鄉,Juguang Township,東莒島、西莒島,"Dongju and Xiju Islands, Dongquan/Xiquan, White Dog Islands",,Taiwan,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA266,,https://zh.wikipedia.org/wiki/%E8%8E%92%E5%85%89%E9%84%89,https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,70974,3516,25.9664,119.9579,,Point,Feature
梅花千戶所,Méihuāqiānhùsuǒ,Plum Blossom Battalion Headquarters,梅花鎮,Meihua Town,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA269,,https://zh.wikipedia.org/wiki/%E6%A2%85%E8%8A%B1%E9%95%87_(%E7%A6%8F%E5%B7%9E%E5%B8%82),https://loc.gov/resource/g7821rm.gct00058/?sp=7,14,70912,2378,26.0112,119.6783,,Point,Feature
牛者,Niúzhě,Cowboy,牛山島,Niushan Island,,Turnabout Island,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA269,https://en.wikipedia.org/wiki/Niushan_Island,https://zh.wikipedia.org/wiki/%E7%89%9B%E5%B1%B1%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,70312,2768,25.4345,119.9365,,Point,Feature
牛角山,Niújiǎoshān,Cow Point Mountain,御国山,Yuguoshan,,,,Fujian,mountain,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,,,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,70210,2010,25.7505,119.6081,,Point,Feature
東墻,Dōngqiáng,East Wall,海壇島,Pingtan Island,平潭島,Haitan Island,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Pingtan_Island,https://zh.wikipedia.org/wiki/%E6%B5%B7%E5%9D%9B%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,69997,2606,25.5032,119.7864,,Point,Feature
草嶼,Cǎoyǔ,Grass Island,草嶼島,Caoyu Island,,Chim Island,,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,,https://baike.baidu.com/item/%E8%8D%89%E5%B1%BF%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,69644,2904,25.3586,119.7006,,Point,Feature
鎮東衛,Zhèndōngwèi,Town East Guard,高山镇,Gaoshan Town,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Fuqing,https://zh.wikipedia.org/wiki/%E9%AB%98%E5%B1%B1%E9%95%87_(%E7%A6%8F%E6%B8%85%E5%B8%82),https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,69485,1768,25.4776,119.5591,,Point,Feature
南日山,Nánrìshān,Southern Sun Mountain,南日島,Nanri Island,南匿山,"Nanjisü, Nanjih, Nannishan, Lam Yit Island",,Fujian,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Nanri_Island,https://zh.wikipedia.org/wiki/%E5%8D%97%E6%97%A5%E9%95%87,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,69394,2600,25.1999,119.5034,,Point,Feature
烏邱山,Wūqiūshān,Dark Mound Island,烏坵鄉,Wuqiu Township,,Ockseu Islands,,Taiwan,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,"https://en.wikipedia.org/wiki/Wuqiu,_Kinmen",https://zh.wikipedia.org/wiki/%E7%83%8F%E5%9D%B5%E9%84%89,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,69064,2852,24.9830,119.4500,,Point,Feature
興化府,Xīnghuàfǔ,Flourishing Prefecture,莆田縣,Putian County,,,,Fujian,area,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,"https://en.wikipedia.org/wiki/Licheng_District,_Putian",https://zh.wikipedia.org/wiki/%E5%85%B4%E5%8C%96%E5%BA%9C,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,68773,1456,25.4317,119.0158,,Point,Feature
湄洲官,Méizhōuguān,Brink Island Official,湄洲妈祖祖庙,Meizhou Mazu Temple,,Meichen Island,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,,https://zh.wikipedia.org/wiki/%E6%B9%84%E6%B4%B2%E5%A6%88%E7%A5%96%E7%A5%96%E5%BA%99,https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,68569,2291,25.0640,119.1114,,Point,Feature
平海衛,Pínghǎiwèi,Flat Seas Guard,平海镇,Pinghai Town,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Xiuyu_District#Administrative_divisions,https://zh.wikipedia.org/wiki/%E5%B9%B3%E6%B5%B7%E9%95%87_(%E8%8E%86%E7%94%B0%E5%B8%82),https://loc.gov/resource/g7821rm.gct00058/?sp=8,15,68477,1810,25.1853,119.2739,,Point,Feature
崇武所,Chóngwǔsuǒ,Dignified Military Battalion,崇武鎮,Chongwu Town,,Tongbu Town,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Chongwu,https://zh.wikipedia.org/wiki/%E5%B4%87%E6%AD%A6%E9%95%87,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,67510,2238,24.8733,118.9275,,Point,Feature
泉州衛,Quánzhōuwèi,Fountain Prefecture Guard,泉州市,Quanzhou City,,,,Fujian,town,,5,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Quanzhou,https://zh.wikipedia.org/wiki/%E6%B3%89%E5%B7%9E%E5%B8%82,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,67397,1468,24.9070,118.5870,,Point,Feature
巡檢司,xúnjiǎnsī,Inspectorate,祥芝？,on Xiangzhi Peninsula?,,,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,,https://baike.baidu.com/item/%E7%A5%A5%E8%8A%9D,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,67114,2232,24.7638,118.7584,,Point,Feature
永寧衛,Yǒngníngwèi,Forever Tranquil Guard,永寧鎮,Yongning Town,,,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,"https://en.wikipedia.org/wiki/Yongning,_Fujian",https://zh.wikipedia.org/wiki/%E6%B0%B8%E5%AE%81%E9%95%87_(%E7%9F%B3%E7%8B%AE%E5%B8%82),https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,66848,2140,24.6789,118.6958,,Point,Feature
平湖嶼,Pínghúyǔ,Flat Lake Island,澎湖縣,Penghu County,,"Pescadores, Fisherman Islands",,Taiwan,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Penghu,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E7%BE%A4%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,66754,3970,23.5833,119.5833,,Point,Feature
東石巡檢司,Dōngshíxúnjiǎnsī,Eastern Stone Inspectorate,深沪镇,Shenhu Town,,,,Fujian,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Shenhu,https://zh.wikipedia.org/wiki/%E6%B7%B1%E6%B2%AA%E9%95%87,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,66520,2072,24.6172,118.6779,,Point,Feature
金門千戶所,Jīnménqiānhùsuǒ,Golden Gate Battalion Headquarters,金門縣,Kinmen County,,Quemoy Island,,Taiwan,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Kinmen,https://zh.wikipedia.org/wiki/%E9%87%91%E9%96%80%E7%B8%A3,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,66514,2515,24.4550,118.3795,,Point,Feature
漳州,Zhāngzhōu,Zhang (River) Prefecture,漳州市,Zhangzhou City,,"Changchow, Lung ch'i",,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Zhangzhou,https://zh.wikipedia.org/wiki/%E6%BC%B3%E5%B7%9E%E5%B8%82,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,66308,1392,24.5124,117.6469,,Point,Feature
嘉禾千户所,Jiāhéqiānhùsuǒ,Fine Grain Battalion Headquarters,廈門市,Xiamen City,鷺島、思明州,Amoy,,Fujian,town,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,https://en.wikipedia.org/wiki/Xiamen,https://zh.wikipedia.org/wiki/%E5%8E%A6%E9%97%A8%E5%B8%82,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,65992,2496,24.4796,118.0889,,Point,Feature
大武山,Dàwǔshān,Big Military Mountain,南太武山,South Taiwu Mountian,,,,Fujian,mountain,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA270,,https://baike.baidu.com/item/%E5%8D%97%E5%A4%AA%E6%AD%A6%E5%B1%B1,https://loc.gov/resource/g7821rm.gct00058/?sp=8,16,65645,1416,24.3290,118.0602,,Point,Feature
